Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Total Students,GPA
CEE,462,Steel Structures II,58,308,123,101,133,71,32,13,2,1,1,1,2,2,846,3.48
CEE,463,Reinforced Concrete II,25,244,168,146,100,45,27,14,6,4,3,1,5,2,788,3.44
CEE,465,Design of Structural Systems,42,182,147,164,146,71,29,23,8,3,2,0,0,0,817,3.36
CEE,467,Masonry Structures,0,19,16,16,15,16,13,6,1,2,1,0,0,0,105,3.08
CEE,468,Prestressed Concrete,38,99,66,43,21,12,1,12,1,0,1,0,0,0,294,3.6
CEE,469,Wood Structures,33,63,43,17,13,8,2,5,3,0,2,2,0,0,191,3.57
CEE,470,Structural Analysis,105,252,176,200,184,127,87,55,23,11,14,1,19,1,1254,3.2
CEE,471,Structural Mechanics,33,110,104,165,202,97,44,25,17,12,6,0,10,2,825,3.12
CEE,472,Structural Dynamics I,125,244,132,153,106,67,26,10,2,0,3,0,2,2,870,3.51
CEE,480,Foundation Engineering,1,39,30,36,50,42,31,21,25,0,4,1,0,0,280,2.9
CEE,483,Soil Mechanics and Behavior,4,130,22,9,84,0,0,76,16,0,12,1,5,1,359,3.04
CEE,484,Applied Soil Mechanics,15,45,34,41,46,17,9,7,3,1,3,0,1,0,222,3.28
CEE,491,Decision and Risk Analysis,34,144,76,50,58,28,8,33,7,1,12,0,25,4,476,3.18
CEE,492,Data Science for CEE,31,25,6,2,5,1,0,1,1,1,0,0,3,0,76,3.62
CEE,493,Sustainable Design Eng Tech,35,235,67,17,9,6,0,0,0,0,0,0,2,0,371,3.84
CEE,498,Construction Safety,143,870,343,176,82,37,18,21,11,2,3,0,6,0,1712,3.71
CEE,506,Pavement Design II,5,10,20,11,13,4,3,0,1,0,0,0,0,1,67,3.41
CEE,507,Repair of Civil Infrastructure,9,28,5,2,5,2,1,0,0,0,0,0,0,0,52,3.76
CEE,508,Pavement Evaluation and Rehab,4,33,25,28,19,8,1,4,0,0,0,0,0,0,122,3.46
CEE,509,Transportation Soils,3,12,5,10,12,2,1,0,0,0,0,0,0,0,45,3.45
CEE,512,Logistics Systems Analysis,8,32,22,20,14,3,4,2,0,0,0,0,0,0,105,3.53
CEE,515,Traffic Flow Theory,2,4,5,7,7,4,0,0,0,0,0,0,0,0,29,3.36
CEE,517,Traffic Signal Systems,2,5,5,2,4,4,1,0,0,0,0,0,0,0,23,3.39
CEE,524,Construction Law,0,56,36,27,0,2,0,0,0,0,0,0,0,0,121,3.73
CEE,525,Construction Case Studies,7,202,200,72,17,3,1,1,0,0,0,0,1,0,504,3.72
CEE,526,Construction Optimization,43,77,31,18,18,12,2,2,1,0,0,0,0,0,204,3.68
CEE,527,Constr Conflict Resolution,2,10,7,2,1,1,0,0,0,0,0,0,0,0,23,3.74
CEE,528,Construction Data Modeling,42,133,104,54,20,8,0,0,0,0,0,0,0,0,361,3.72
CEE,537,Water Quality Control Proc I,25,59,40,42,39,24,4,2,0,0,0,0,0,1,235,3.48
CEE,538,Water Quality Control Proc II,1,27,26,19,5,1,0,1,0,0,0,0,0,0,80,3.63
CEE,540,Remediation Design,1,16,5,1,0,0,0,0,0,0,0,0,0,1,23,3.9
CEE,557,Groundwater Modeling,0,14,7,3,1,0,0,0,0,0,0,0,0,0,25,3.79
CEE,559,Sediment Transport,5,12,3,4,1,0,0,0,0,0,0,0,0,0,25,3.81
CEE,560,Steel Structures III,5,21,29,35,13,7,0,0,0,0,0,0,0,0,110,3.5
CEE,561,Reinforced Concrete III,3,12,2,4,1,0,0,0,0,0,0,0,0,0,22,3.8
CEE,570,Finite Element Methods,24,149,143,165,179,79,27,8,4,1,4,0,6,1,789,3.3
CEE,572,Earthquake Engineering,44,291,83,57,35,17,0,0,0,0,0,1,0,0,528,3.76
CEE,574,Probabilistic Loads and Design,5,7,9,2,4,1,0,0,0,0,0,0,0,0,28,3.66
CEE,575,Fracture and Fatigue,6,32,10,10,7,3,0,1,0,0,0,0,1,0,70,3.61
CEE,576,Nonlinear Finite Elements,0,11,8,4,0,0,0,0,0,0,0,0,0,0,23,3.77
CEE,580,Excavation and Support Systems,4,7,5,17,9,2,2,1,0,0,0,0,0,0,47,3.36
CEE,585,Deep Foundations,0,23,0,0,0,0,0,0,0,0,0,0,1,0,24,3.83
CEE,586,Rock Mechanics and Behavior,5,11,6,10,8,3,3,0,0,0,0,0,0,0,46,3.44
CEE,590,Geotechnical Field Measurement,7,17,16,11,11,4,1,1,0,1,0,0,0,0,69,3.49
CEE,592,Sustainable Urban Systems,82,84,13,5,8,1,1,2,1,1,0,0,1,0,199,3.84
CEE,598,Construction Robotics,162,473,240,128,71,42,10,5,0,0,1,0,4,2,1136,3.7
CHBE,101,Hidden World of Engineering,1,72,102,70,49,29,11,5,1,0,0,0,10,0,350,3.32
CHBE,221,Principles of CHE,90,359,202,264,382,238,289,488,188,41,103,11,85,35,2740,2.67
CHBE,321,Thermodynamics,95,382,264,233,385,245,181,247,93,18,43,10,39,11,2235,2.96
CHBE,411,Probability and Statistics,0,4,8,0,2,3,1,0,2,1,0,0,0,0,21,3.16
CHBE,421,Momentum and Heat Transfer,22,394,265,244,328,221,286,306,191,47,46,18,50,14,2418,2.79
CHBE,422,Mass Transfer Operations,55,348,178,159,462,178,140,329,124,24,53,5,47,7,2102,2.82
CHBE,424,Chemical Reaction Engineering,52,464,90,93,469,87,108,410,71,13,82,18,43,8,2000,2.82
CHBE,430,Unit Operations Laboratory,69,388,332,298,321,273,97,41,11,3,0,1,0,0,1834,3.31
CHBE,431,Process Design,83,261,246,325,411,231,145,141,63,10,10,2,14,2,1942,3.07
CHBE,440,Process Control and Dynamics,116,332,300,282,294,216,166,144,75,21,35,3,7,2,1991,3.09
CHBE,452,Chemical Kinetics & Catalysis,0,24,0,0,4,0,0,2,1,0,0,0,1,0,32,3.55
CHBE,453,Electrochemical Engineering,12,52,17,19,9,12,3,4,2,0,0,0,0,0,130,3.53
CHBE,455,Polymer Synthesis,5,30,15,25,26,18,2,13,7,0,3,1,1,1,146,3.08
CHBE,456,Polymer Science & Engineering,6,39,1,6,44,6,2,15,3,0,1,0,0,1,123,3.19
CHBE,457,Microelectronics Processing,5,37,17,9,36,8,13,30,9,0,3,2,4,0,173,2.89
CHBE,458,Synthetic Nanomaterials,11,29,24,13,5,4,2,3,1,0,1,0,0,0,93,3.55
CHBE,459,Polymer Rheology,3,5,5,3,5,1,2,0,0,0,0,0,0,0,24,3.44
CHBE,471,Biochemical Engineering,14,347,47,41,248,30,37,130,20,2,14,3,7,3,940,3.17
CHBE,472,Techniques in Biomolecular Eng,3,29,1,3,29,1,2,21,2,0,1,1,0,0,93,3.04
CHBE,473,Biomolecular Engineering,6,66,5,12,62,9,10,43,4,1,10,4,3,0,235,2.92
CHBE,474,Metabolic Engineering,2,8,9,11,7,5,1,2,1,0,0,0,0,0,46,3.3
CHBE,475,Tissue Engineering,1,127,96,47,29,16,7,1,0,0,0,0,0,0,324,3.61
CHBE,476,Biotransport,93,258,166,119,118,20,1,0,0,0,0,0,0,1,775,3.64
CHBE,478,Bioenergy Technology,2,26,8,23,24,8,2,17,0,0,9,1,1,1,121,2.97
CHBE,481,Chemical Process Safety,4,9,4,5,3,1,1,0,0,0,0,0,0,0,27,3.6
CHBE,494,Assembly of Functional Materia,84,304,106,72,150,55,20,47,15,5,7,0,2,2,867,3.41
CHBE,513,Advanced Transport Phenomena,1,15,6,0,11,2,0,0,0,0,0,0,0,0,35,3.55
CHBE,521,Applied Mathematics in CHBE,13,136,19,15,92,15,0,2,0,0,0,0,1,0,293,3.53
CHBE,522,Fluid Dynamics,2,26,5,3,14,2,0,0,0,0,0,0,0,0,52,3.61
CHBE,523,Heat and Mass Transfer,11,55,20,27,37,16,0,2,0,0,0,0,0,0,168,3.48
CHBE,525,Stat Thermo Chem Eng,6,40,20,21,22,12,0,1,0,0,0,0,1,0,123,3.47
CHBE,551,Chemical Kinetics & Catalysis,8,59,15,21,43,14,0,0,0,0,0,0,0,0,160,3.5
CHBE,571,Bioinformatics,200,71,9,10,9,2,5,3,0,0,1,0,3,1,313,3.84
CHBE,594,Statistical Thermodynamics,1,13,7,6,4,0,0,0,0,0,0,0,0,0,31,3.67
CHEM,101,Introductory Chemistry,234,1804,954,1547,1971,1451,1231,1333,724,410,427,249,661,109,12996,2.65
CHEM,102,General Chemistry I,972,3579,2571,3972,5754,4567,5107,5611,3488,1922,1680,1181,1405,401,41809,2.49
CHEM,103,General Chemistry Lab I,7706,16244,5597,3698,3126,1460,1021,866,422,306,300,172,861,127,41779,3.53
CHEM,104,General Chemistry II,1087,2498,2018,2550,3639,2554,2555,3250,2285,834,860,562,567,205,25259,2.64
CHEM,105,General Chemistry Lab II,4347,10396,3228,2123,1991,890,642,513,239,131,165,66,269,48,25000,3.58
CHEM,108,"Chemistry, Everyday Phenomena",301,224,52,34,34,14,5,6,4,1,7,1,8,1,691,3.74
CHEM,150,First Semester Success in Chem,77,31,9,3,6,0,0,3,0,0,0,0,2,0,131,3.81
CHEM,199,Undergraduate Open Seminar,1574,7667,276,110,126,51,17,41,12,6,12,5,53,54,9950,3.92
CHEM,202,Accelerated Chemistry I,79,381,216,289,510,278,276,407,188,83,107,44,113,47,2971,2.65
CHEM,203,Accelerated Chemistry Lab I,136,527,399,418,606,271,140,225,83,30,35,21,81,14,2972,3.05
CHEM,204,Accelerated Chemistry II,62,291,188,258,346,200,255,270,142,80,79,36,65,13,2272,2.69
CHEM,205,Accelerated Chemistry Lab II,93,453,299,320,380,161,130,138,79,21,35,25,53,12,2187,3.07
CHEM,222,Quantitative Analysis Lecture,73,742,273,166,144,64,35,40,22,12,5,2,6,8,1584,3.56
CHEM,223,Quantitative Analysis Lab,86,286,72,153,357,54,64,109,1,8,28,1,19,6,1238,3.14
CHEM,232,Elementary Organic Chemistry I,873,2010,1392,1536,2701,1738,1583,2035,977,644,659,206,471,200,16825,2.71
CHEM,233,Elementary Organic Chem Lab I,2458,3147,2353,1737,1951,825,545,486,176,61,42,23,81,38,13885,3.43
CHEM,236,Fundamental Organic Chem I,82,655,225,211,689,205,158,560,156,10,113,8,102,29,3174,2.83
CHEM,237,Structure and Synthesis,83,416,269,283,590,293,246,387,138,19,40,11,28,23,2803,2.9
CHEM,312,Inorganic Chemistry,127,311,196,159,358,138,93,171,77,32,81,14,58,17,1815,2.9
CHEM,315,Instrumental Chem Systems Lab,67,586,283,271,509,149,139,271,66,5,52,4,44,10,2446,3.07
CHEM,317,Inorganic Chemistry Lab,21,113,49,33,89,24,21,25,8,0,1,0,1,0,385,3.3
CHEM,332,Elementary Organic Chem II,662,1008,677,611,843,639,484,511,350,254,249,101,227,59,6616,2.85
CHEM,360,Chemistry of the Environment,93,846,367,315,258,127,77,97,36,9,15,4,10,2,2254,3.43
CHEM,420,Instrumental Characterization,102,684,378,257,388,217,190,243,120,36,37,8,27,8,2687,3.11
CHEM,436,Fundamental Organic Chem II,89,207,123,236,199,160,169,177,110,38,52,21,54,12,1635,2.75
CHEM,437,Organic Chemistry Lab,21,66,29,32,31,24,10,3,4,0,3,0,7,2,230,3.29
CHEM,440,Physical Chemistry Principles,112,413,243,251,376,208,98,89,49,7,14,6,34,6,1900,3.17
CHEM,442,Physical Chemistry I,283,668,466,340,365,204,98,104,68,20,26,14,50,13,2706,3.29
CHEM,444,Physical Chemistry II,45,127,84,89,139,68,53,63,30,6,18,3,3,2,728,3.05
CHEM,445,Physical Principles Lab I,7,13,10,8,3,1,0,0,0,0,0,0,0,0,42,3.69
CHEM,460,Green Chemistry,1,11,7,7,9,4,4,1,2,0,0,0,0,0,46,3.25
CHEM,474,Drug Discovery & Development,61,104,55,51,92,62,35,37,25,11,16,8,18,5,575,2.97
CHEM,483,Solid State Structural Anlys,14,56,28,29,28,13,3,3,1,0,0,0,1,2,176,3.48
CHEM,492,Appl Chem and Comp Sci Ed,0,64,7,6,9,3,1,0,0,0,0,0,2,0,92,3.68
CHEM,512,Advanced Inorganic Chemistry,11,56,51,37,36,7,0,0,1,0,0,0,0,0,199,3.55
CHEM,524,Electrochemical Methods,8,114,35,14,20,0,0,1,0,0,0,0,2,0,194,3.74
CHEM,530,Structure and Spectroscopy,17,131,61,63,83,35,0,7,0,0,0,0,0,1,397,3.48
CHEM,532,Physical Organic Chemistry,17,131,84,89,127,20,4,1,0,0,0,0,0,2,473,3.47
CHEM,534,Advanced Organic Synthesis,20,51,27,47,71,17,0,5,0,0,0,0,1,4,239,3.38
CHEM,540,Quantum Mechanics,6,19,12,13,13,4,0,0,1,0,0,0,0,0,68,3.51
CHEM,544,Statistical Thermodynamics,21,35,19,17,17,9,1,1,0,0,0,0,0,0,120,3.58
CHEM,570,Concepts in Chemical Biology,17,119,73,73,72,17,0,1,0,0,0,0,0,1,372,3.54
CHEM,572,Enzyme Reaction Mechanisms,6,64,21,6,18,3,0,0,0,0,0,0,0,0,118,3.72
CHEM,574,"Genomics, Proteomics, Bioinfo",2,11,2,4,1,1,0,0,0,0,0,0,0,1,21,3.73
CHEM,576,Computational Chemical Biology,12,21,8,1,2,1,0,1,0,0,0,0,0,0,46,3.81
CHEM,584,Introduction to Materials Chem,33,162,89,66,72,8,1,1,1,0,1,0,1,1,435,3.61
CHEM,588,Physical Methods Mat Chem,16,155,58,33,22,5,0,0,0,0,0,0,0,0,289,3.76
CHEM,590,Special Topics in Chemistry,4,28,18,16,10,7,1,0,0,0,0,0,0,0,84,3.55
CHIN,203,Intermediate Chinese I,0,6,4,4,4,2,0,1,0,0,0,0,0,0,21,3.4
CHIN,242,Chinese Reading and Writing,0,2,5,0,5,1,1,2,1,1,1,1,1,0,21,2.62
CHIN,440,Fourth-Year Chinese I,3,8,4,0,3,0,3,0,0,0,0,0,0,0,21,3.56
CHLH,100,Contemporary Health,1736,3027,1880,1130,1132,513,308,275,148,87,86,43,263,31,10628,3.41
CHLH,101,Introduction to Public Health,1592,4187,2137,1408,1764,669,419,483,181,82,126,38,234,23,13320,3.4
CHLH,110,Intro to the Health Sciences,8,6,3,4,1,1,0,0,1,1,2,0,1,0,28,3.25
CHLH,111,Intro Kines & Community Health,0,344,0,1,44,0,0,7,0,0,4,0,0,0,400,3.82
CHLH,125,Orientation KIN & Comm Health,524,1726,0,1,270,0,0,70,0,0,31,1,27,1,2650,3.77
CHLH,126,Campus Acq Rape Educ (CAPE),45,23,11,4,1,2,0,1,0,0,0,0,0,0,87,3.86
CHLH,199,Campus Acq Rape Educ (CARE),129,734,174,99,72,42,15,17,12,2,6,4,11,4,1317,3.68
CHLH,200,Mental Health Issues,5,1696,178,82,651,56,27,196,17,3,54,2,72,6,3039,3.41
CHLH,201,Public Health Research Methods,197,301,238,177,107,79,35,29,19,11,8,3,35,3,1239,3.38
CHLH,203,Intro to Health Technology,67,31,14,7,6,0,2,2,1,0,0,1,1,1,132,3.76
CHLH,206,Human Sexuality,1130,7313,2761,1410,2353,911,461,699,254,134,236,89,475,53,18226,3.37
CHLH,210,Community Health Organizations,565,1150,500,308,344,134,73,70,28,21,15,14,48,1,3270,3.52
CHLH,243,Drug Use and Misuse,7365,7344,1821,1209,2056,551,324,651,157,105,172,49,351,40,22155,3.6
CHLH,244,Health Statistics,104,167,130,98,87,83,47,47,31,24,14,18,30,8,880,3.05
CHLH,250,Health Care Systems,869,1135,619,390,264,139,100,87,28,17,10,12,28,0,3698,3.58
CHLH,260,Introduction to Medical Ethics,777,5113,517,264,670,128,76,143,32,11,36,3,94,12,7864,3.72
CHLH,274,Introduction to Epidemiology,1478,1917,1450,949,727,594,295,280,208,97,105,61,334,34,8495,3.26
CHLH,304,Foundations of Health Behavior,1014,1220,632,328,279,117,96,85,36,30,16,21,118,11,3992,3.51
CHLH,314,Introduction to Aging,1,401,0,0,90,0,0,14,0,0,2,0,4,0,512,3.73
CHLH,380,Orientation to Internship,44,2398,79,43,92,16,13,36,5,2,18,3,7,0,2756,3.87
CHLH,404,Gerontology,92,306,19,9,74,2,1,13,0,0,5,0,4,0,525,3.72
CHLH,407,"Disability, Culture & Society",3,222,7,5,14,1,0,1,1,0,0,0,1,0,255,3.89
CHLH,409,Women's Health,170,357,46,52,60,12,10,21,3,0,7,2,12,1,752,3.64
CHLH,410,Public Health Practice,796,1059,301,190,381,64,39,123,12,7,27,3,13,4,3015,3.6
CHLH,415,International Health,164,346,149,114,57,30,27,6,8,3,9,14,34,6,961,3.46
CHLH,421,Health Data Analysis,790,873,446,219,246,120,77,74,43,25,17,14,24,6,2968,3.55
CHLH,441,Health Behavior and Technology,5,38,0,1,2,0,0,0,0,0,0,0,1,0,47,3.86
CHLH,444,"LGBT Indiv, Fam & Community",5,7,4,1,4,0,0,1,0,0,0,1,0,0,23,3.51
CHLH,455,Health Services Financing,518,719,241,131,241,72,46,33,14,3,10,2,15,3,2045,3.62
CHLH,456,Organization of Health Care,462,541,150,87,74,33,25,20,14,4,5,5,13,2,1433,3.7
CHLH,457,Health Planning,254,869,354,234,221,60,25,13,5,2,2,2,8,1,2049,3.66
CHLH,458,Health Administration,245,772,372,200,180,92,34,57,21,5,14,1,8,2,2001,3.57
CHLH,465,Social Marketing,2,22,7,9,9,2,0,1,0,0,0,0,0,0,52,3.58
CHLH,469,Environmental Health,322,252,115,59,29,22,11,5,4,2,1,2,13,2,837,3.71
CHLH,470,"Technology, Health, and Aging",0,21,0,0,2,0,0,1,0,0,1,0,0,0,25,3.72
CHLH,474,Principles of Epidemiology,4,5,4,2,5,2,0,0,0,0,0,0,0,0,22,3.53
CHLH,494,Counseling Techniques,169,127,34,17,21,5,9,4,0,3,0,0,5,0,394,3.74
CHLH,510,Public Health Dev,1,18,0,3,1,0,0,0,0,0,0,0,0,0,23,3.87
CHLH,540,Health Behavior: Theory,1,152,6,6,25,0,0,6,0,0,2,0,0,0,198,3.75
CHLH,550,Health Policy: United States,7,87,17,8,1,1,0,0,0,0,0,0,0,0,121,3.89
CHLH,551,Health Admin Professionalism,17,3,0,0,1,0,0,0,0,0,0,0,0,0,21,3.95
CHLH,553,Health Finance,0,21,0,0,0,0,0,1,0,0,0,0,0,0,22,3.91
CHLH,556,Healthcare Strategic Planning,3,14,2,2,0,0,0,0,0,0,0,0,0,0,21,3.9
CHLH,572,Principles of Epidemiology,56,59,57,30,13,11,7,0,0,0,0,0,0,0,233,3.66
CHLH,573,Biostatistics in Public Health,44,73,56,33,26,18,8,5,0,1,0,0,0,0,264,3.56
CHLH,575,Chronic Disease Prevention,16,23,3,2,2,1,0,0,0,0,0,0,0,0,47,3.88
CHLH,577,Health Program Evaluation,9,73,17,4,2,0,0,0,0,0,0,0,0,0,105,3.9
CHLH,579,Cultural Comp in Public Health,23,24,1,0,1,1,0,0,0,0,0,0,0,0,50,3.95
CHLH,581,Prof in Public Health,48,62,11,6,2,1,0,1,0,0,0,0,0,0,131,3.9
CHLH,587,Applied Practice Experience,13,6,3,0,1,0,0,0,0,0,0,0,0,0,23,3.91
CHLH,594,Health Economics,9,128,53,25,7,2,0,0,0,0,0,0,0,0,224,3.8
CHP,199,Special Topics: Uncommon Reads,205,284,52,17,24,4,2,6,1,1,0,0,5,1,601,3.84
CHP,396,Gender Communication,5,15,0,0,0,0,0,0,0,0,0,0,1,0,21,3.81
CI,210,Intro to Digital Learning Env,11,259,32,17,6,3,1,0,1,0,0,0,2,2,332,3.87
CI,335,Content Area App of Educ Tech,7,267,17,9,29,0,0,0,1,0,0,0,0,2,330,3.87
CI,401,Intro Tchg in a Diverse Societ,189,361,105,34,42,8,4,8,4,0,0,1,4,0,760,3.79
CI,402,Tchg Diverse Middle Grade Stu,22,101,37,14,11,1,0,0,0,0,0,0,0,0,186,3.82
CI,403,Tchg Diverse High School Stu,83,348,21,10,54,3,2,11,2,0,1,0,4,0,539,3.78
CI,404,Tchg and Assessing Sec Sch Stu,117,274,22,11,35,3,3,16,2,1,1,0,2,0,487,3.78
CI,405,Intro Tchg Elem Age Children,78,517,167,55,52,15,11,6,6,1,0,1,7,0,916,3.74
CI,406,Thry Prac in Elem Schl Tch I,32,507,172,83,14,13,12,5,3,0,0,0,1,0,842,3.78
CI,407,Thry Prac in Elem Schl Tchg II,28,524,143,58,28,11,6,4,1,0,1,0,0,1,804,3.81
CI,410,"Middle Schl Inst, Phil, & Str",0,240,65,24,22,8,5,9,1,2,0,0,8,3,384,3.65
CI,415,"Lang Varieties,Cult,& Learning",178,989,202,88,96,33,9,7,5,1,5,0,8,0,1621,3.78
CI,420,Found of Early Childhood Educ,8,35,13,8,3,2,0,1,0,0,0,0,0,0,70,3.75
CI,421,Prin & Prac in Early Childhood,2,6,6,6,2,2,0,0,0,0,0,0,0,1,24,3.56
CI,422,"Families, Communities, Schools",2,62,19,10,1,0,0,0,0,0,0,0,2,0,96,3.77
CI,424,Child Development & Technology,4,57,7,7,2,1,0,1,0,0,0,0,1,0,80,3.8
CI,430,Teaching Children Mathematics,169,479,117,127,72,22,6,7,1,2,1,0,1,0,1004,3.74
CI,431,Tchg Elementary Mathematics,32,112,29,32,14,4,1,2,0,0,0,0,0,0,226,3.75
CI,432,Invest Approach Elem Math Inst,171,509,139,50,13,4,1,1,1,0,0,0,0,0,889,3.88
CI,433,Found of Bilingual Educ,13,238,38,17,11,13,2,2,2,0,1,0,3,1,340,3.77
CI,435,Tech Applications for Teachers,15,27,1,1,1,1,0,0,0,0,1,0,0,0,47,3.87
CI,437,Educational Game Design,0,87,21,8,3,0,0,1,0,0,0,0,0,0,120,3.86
CI,438,Comp Prgrmmg and the Classroom,0,45,2,1,0,1,0,0,0,0,0,0,0,0,49,3.95
CI,439,Critiques of Educational Tech,0,79,10,2,0,1,0,0,0,0,0,0,3,1,95,3.81
CI,443,Mathematics Early Childhood Ed,23,18,2,2,0,0,0,0,0,0,0,0,0,0,45,3.96
CI,444,Social Stud Early Childhood Ed,6,16,1,0,1,0,0,0,0,0,0,0,0,0,24,3.94
CI,445,Science and Social Studies Inq,0,18,2,1,0,1,0,1,0,0,0,0,0,0,23,3.8
CI,446,Culture in the Classroom,92,161,38,19,8,4,0,1,2,0,0,0,2,3,327,3.84
CI,447,Early Ch Ed Sci Cnt & Method,24,251,14,7,4,2,0,1,0,0,0,0,1,1,304,3.93
CI,448,Tchg Elem Social Studies,74,391,94,25,20,6,3,4,2,0,1,0,0,0,620,3.84
CI,450,Tchg Elem Science I,16,566,197,66,64,24,7,5,1,2,1,0,3,1,952,3.74
CI,451,Tchg Elem Science II,33,396,62,25,17,2,3,1,1,1,0,0,0,0,541,3.87
CI,452,Soc Stu as Action and Inquiry,31,197,18,12,9,4,2,2,0,0,1,0,1,0,277,3.85
CI,453,Profssnl Learning Community I,0,17,4,0,3,0,0,0,0,0,0,0,0,0,24,3.82
CI,465,Lang Literacy in EC Educ I,11,40,9,6,2,1,0,2,1,0,0,0,1,1,73,3.72
CI,466,Lang Literacy in EC Educ II,0,39,4,2,1,0,0,1,0,0,0,0,0,0,47,3.88
CI,467,Princ Tchg Lit to Child Youth,42,555,130,62,54,18,11,9,2,0,2,0,3,4,888,3.75
CI,468,Children's Lit for EC Edu,0,18,2,3,1,0,1,0,0,0,0,0,0,0,25,3.79
CI,471,Princ Prac Foster Indep Rdg,11,67,23,11,7,2,3,0,1,0,0,0,1,1,126,3.71
CI,472,Tchg Reading in Grades 4-12,0,24,0,0,1,0,0,0,0,0,0,0,0,0,25,3.96
CI,473,Disciplinary Literacy,376,971,85,18,23,3,2,4,0,0,0,0,3,0,1485,3.94
CI,475,Teach Elem Rdg & Lang Arts I,133,669,252,89,67,23,9,8,1,0,1,0,2,0,1254,3.77
CI,476,Teach Elem & Mid Lang Arts,51,605,180,43,40,9,6,8,5,0,1,0,0,1,948,3.81
CI,477,Biling ESL Methods & Material,53,62,10,0,5,5,0,1,0,0,0,0,1,0,137,3.85
CI,480,Intro to CS for CS Teachers,0,42,5,1,1,1,0,1,0,0,0,0,0,0,51,3.87
CI,482,Social Learning and Multimedia,2,20,0,0,1,0,0,0,0,0,0,0,0,0,23,3.96
CI,487,Data Struc for CS Teachers,0,21,4,1,1,0,0,0,1,0,0,0,0,0,28,3.81
CI,499,Make Sense of Math and Science,5,8,7,2,2,0,0,0,0,0,0,0,0,0,24,3.76
CI,501,Curr Dev for the 21st Century,58,39,3,1,4,1,0,1,0,0,0,0,0,1,107,3.92
CI,507,Linguistics for Classrm Teach,25,11,1,3,6,4,0,1,0,1,0,0,1,0,53,3.58
CI,509,Curriculum Research,12,6,2,1,0,0,0,0,0,0,0,0,0,1,21,3.94
CI,517,Bilingual and ESL Assessment,35,31,14,1,5,3,1,0,1,0,1,0,0,0,92,3.77
CI,522,Arts in EC: Curr in Context,2,15,3,1,0,1,0,0,0,0,0,0,0,0,22,3.86
CI,541,Learning in Science,3,36,14,4,5,5,1,2,0,0,1,0,0,0,71,3.61
CI,543,Constructivism & STEM Educ,3,18,2,0,0,1,0,0,0,0,0,0,0,0,24,3.92
CI,550,Methods of Educational Inquiry,41,338,87,48,17,3,2,0,1,0,1,0,1,1,539,3.82
CINE,193,Undergraduate Seminar,0,8,11,0,2,1,0,1,1,0,1,0,0,0,25,3.43
CINE,247,Animation,0,6,9,8,2,3,0,1,0,0,0,0,0,0,29,3.44
CINE,261,Survey of World Cinema I,1,21,24,10,9,6,0,1,0,0,0,0,1,2,73,3.48
CINE,262,Survey of World Cinema II,5,36,33,26,20,16,12,4,8,1,3,1,5,2,170,3.11
CINE,361,Film Theory and Criticism,1,3,4,3,3,3,1,1,1,0,0,0,1,1,21,3.03
CINE,395,American Cinema in the 1980s,2,16,16,15,6,4,2,1,1,0,0,0,1,2,64,3.4
CINE,495,Digital Cinema,1,6,6,5,0,0,0,0,1,0,1,1,0,0,21,3.33
CLCV,100,Vocab Building-GRK & LAT Roots,35,172,91,73,122,68,48,69,22,21,27,18,80,7,846,2.73
CLCV,102,Medical Terms-GRK & LAT Roots,1523,845,617,415,378,200,127,98,44,32,22,8,82,10,4391,3.51
CLCV,111,Mythology of Greece and Rome,114,869,159,139,559,102,67,251,48,20,53,49,47,13,2477,3.14
CLCV,114,Intro Ancient Greek Culture,45,820,222,189,420,153,84,153,65,30,29,15,75,13,2300,3.16
CLCV,115,Mythology of Greece and Rome,858,6136,807,609,2101,247,182,521,52,48,76,40,253,24,11930,3.49
CLCV,116,Intro Ancient Roman Culture,95,769,302,261,386,91,83,66,19,16,21,16,25,5,2150,3.37
CLCV,120,Storytelling & Transformation,48,320,49,27,106,18,4,14,1,3,13,3,12,0,618,3.5
CLCV,131,"Classical Archaeology, Greece",21,86,36,30,36,26,7,12,4,2,2,0,5,0,267,3.33
CLCV,132,"Class Archaeology, Rome-Italy",21,84,55,44,59,27,27,20,10,6,6,3,12,1,374,3.08
CLCV,133,Archaeology of Israel,31,40,2,1,2,0,0,2,0,0,0,0,2,0,80,3.81
CLCV,160,Ancient Greek & Roman Religion,14,129,47,35,24,26,15,9,4,3,2,1,8,2,317,3.37
CLCV,206,Classical Allusions in Cinema,0,100,5,0,6,0,0,2,0,0,1,0,1,1,115,3.84
CLCV,220,Gre-Ro Antiq in Nativ Amer Lit,51,184,115,80,40,44,19,13,20,4,8,5,28,6,611,3.25
CLCV,221,Odysseus and Other Heroes,16,23,22,21,13,0,6,4,5,2,2,4,11,3,129,2.97
CLCV,222,Intro to Greek & Roman Theater,12,18,25,12,7,4,0,1,0,0,0,0,2,0,81,3.52
CLCV,224,Greco-RomanAntiquityUSMinority,488,1740,46,23,139,16,19,32,4,2,7,1,37,3,2554,3.81
CLCV,225,"Greco-Roman Demo, Econ, Cult",2,102,2,1,23,0,0,1,0,0,0,0,4,0,135,3.69
CLCV,231,Development of Ancient Cities,163,416,101,48,66,8,14,17,7,3,5,1,26,1,875,3.6
